cust_id,year,emp_length_int,home_ownership,home_ownership_cat,income_category,income_cat,loan_amount,loan_term,loan_term_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,Account No,Transation_Date,TRANSACTION DETAILS, WITHDRAWAL AMT , DEPOSIT AMT ,BALANCE AMT,Surname,CreditScore,Geography,EstimatedSalary,Taxrating_2019,Taxrating_2018,Taxrating_2017
8918,2011,3,OWN,2,Low,1,25000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,20.99,F,6,11.38,28658.26553,18875,0,510.53,409000008917,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"10,000.00",,-543145832.53,Powell,642,France,61120.75,1,1,0
8919,2011,4,MORTGAGE,3,Low,1,25000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,25.97,20914.29,18450,0,397.39,409000008918,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,500.00",,-543155332.53,Goddard,641,France,90964.54,1,1,0
8920,2011,4,RENT,1,Medium,2,15000, 36 months,1,small_business,3,Low,1,Good Loan,0,12.99,C,3,4.82,18039.78,15000,0,505.34,409000008919,10-Aug-18,Indiaforensic NFS SETT 08-08-201,100,,-543155432.53,Buckley,673,France,116969.73,1,1,0
8921,2011,1,RENT,1,Low,1,4000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,4.36,4306.41,4000,0,124.41,409000008920,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,900.00",,-543159332.53,McIntyre,570,France,92118.75,1,1,0
8922,2011,6.05,MORTGAGE,3,Low,1,30225, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.69,E,5,20.22,40215.8,30225,0,795.58,409000008921,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,000.00",,-543168332.53,Yen,472,France,48357.90,1,1,0
8923,2011,7,RENT,1,Low,1,5000, 36 months,1,wedding,5,Low,1,Good Loan,0,9.99,B,2,21.33,5635.65,5000,0,161.32,409000008922,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,500.00",,-543176832.53,Okonkwo,550,Germany,197325.40,1,1,0
8924,2011,2,OWN,2,Low,1,8325, 60 months,2,other,4,High,2,Good Loan,0,16.89,D,4,20.53,10722.3,6768.12,0,206.41,409000008923,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,000.00",,-543183832.53,Burlingame,625,Germany,135853.62,1,1,0
8925,2011,5,MORTGAGE,3,Low,1,8000, 36 months,1,credit_card,1,High,2,Good Loan,0,15.99,D,4,9.23,9035.83,8000,0,281.22,409000008924,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"2,000.00",,-543185832.53,Hs?,516,France,169122.54,1,1,0
8926,2011,6,MORTGAGE,3,Low,1,6000, 60 months,2,home_improvement,7,Low,1,Good Loan,0,10.99,B,2,17.11,6764.96,4987.21,0,130.43,409000008925,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"4,000.00",,-543189832.53,Board,682,Germany,164170.46,1,1,0
8927,2011,1,MORTGAGE,3,Low,1,15000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,7.88,17927.72438,15000,0,498.15,409000008926,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,500.00",,-543199332.53,Adams,620,France,199909.32,1,1,0
8928,2011,0.5,MORTGAGE,3,Low,1,15600, 60 months,2,home_improvement,7,Low,1,Bad Loan,1,7.49,A,1,0.86,13034.89,9465.51,848.64,312.52,409000008927,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"5,000.00",,-543204332.53,Rizzo,626,France,83295.09,1,1,0
8929,2011,6,MORTGAGE,3,Low,1,10000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,5.99,A,1,21.71,10612.84,10000,0,304.18,409000008928,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,400.00",,-543211732.53,Chukwufumnanya,623,France,39382.06,1,1,0
8930,2011,0.5,RENT,1,Low,1,12000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,16.49,D,4,16.94,1470.2,666.33,0,294.96,409000008929,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"1,300.00",,-543213032.53,Fraser,569,France,184748.23,1,1,0
8931,2011,10,RENT,1,Low,1,19200, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,17.49,D,4,10.02,23591.39,14311.76,0,482.25,409000008930,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"1,600.00",,-543214632.53,Russell,724,France,62280.91,1,1,0
8932,2011,0.5,RENT,1,Low,1,2800, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,10.83,3129.44474,2800,0,87.09,409000008931,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,000.00",,-543217632.53,Yefimova,678,France,196794.11,1,1,0
8933,2011,3,RENT,1,Low,1,9000, 36 months,1,major_purchase,8,High,2,Good Loan,0,13.99,C,3,22.63,11066.029,9000,0,307.56,409000008932,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543225632.53,Palermo,713,Spain,144682.17,1,1,0
8934,2011,8,MORTGAGE,3,Medium,2,29000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.69,E,5,14.85,42730.30555,29000,0,763.33,409000008933,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543233632.53,Bergamaschi,631,France,196342.66,1,1,0
8935,2011,6.05,RENT,1,Low,1,3500, 36 months,1,moving,10,Low,1,Bad Loan,1,10.99,B,2,21.74,2169.38,1594.83,122.42,114.57,409000008934,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543241632.53,Shao,846,France,41516.44,1,1,0
8936,2011,3,RENT,1,Low,1,3500, 36 months,1,major_purchase,8,Low,1,Good Loan,0,9.99,B,2,0,4046.883642,3500,0,112.92,409000008935,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"1,400.00",,-543243032.53,Chimaraoke,660,France,112026.10,1,1,0
8937,2011,10,MORTGAGE,3,Low,1,31825, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,20.4,39114.1,31825,0,707.77,409000008936,10-Aug-18,Indiaforensic NFS SETT 08-08-201,500,,-543243532.53,McGregor,567,France,52035.29,1,1,0
8938,2011,2,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,11.82,11777.10665,10000,0,327.34,409000008937,10-Aug-18,Indiaforensic NFS SETT 08-08-201,500,,-543244032.53,Kesteven,731,France,185466.85,1,1,0
8939,2011,10,MORTGAGE,3,Low,1,15000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.39,E,5,7.76,19785.73,15000,0,384.1,409000008938,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,000.00",,-543253032.53,Ritchie,693,Spain,80149.27,1,1,0
8940,2011,0.5,OWN,2,Low,1,3300, 36 months,1,debt_consolidation,6,Low,1,Bad Loan,1,12.99,C,3,11.86,3425.93,2646.69,89.53,111.18,409000008939,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"6,000.00",,-543259032.53,Jenks,772,France,170980.86,1,1,0
8941,2011,2,RENT,1,Low,1,6000, 36 months,1,credit_card,1,Low,1,Good Loan,0,11.99,B,2,4.5,7153.388853,6000,0,199.26,409000008940,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,500.00",,-543262532.53,Udokamma,657,France,185827.74,1,1,0
8942,2011,10,MORTGAGE,3,Low,1,30000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,7.32,40039.70225,30000,0,697.9,409000008941,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"2,100.00",,-543264632.53,Boyle,774,Germany,113407.26,1,1,0
8943,2011,4,RENT,1,Low,1,25000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,23.57,27130.36,25000,0,760.44,409000008942,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,500.00",,-543268132.53,Azuka,667,France,67734.79,1,1,0
8944,2011,3,MORTGAGE,3,Low,1,8450, 60 months,2,credit_card,1,High,2,Good Loan,0,13.49,C,3,17.93,10635.83,8450,0,194.39,409000008943,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"6,000.00",,-543274132.53,Pai,516,France,3363.36,1,1,0
8945,2011,7,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.49,A,1,16.05,10826.97,10000,0,315.63,409000008944,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,500.00",,-543281632.53,Howells,551,Spain,135757.27,1,1,0
8946,2011,8,MORTGAGE,3,Medium,2,21000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.49,B,2,16.39,24756.55371,21000,0,692.4,409000008945,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"4,000.00",,-543285632.53,Hs?,542,Spain,22314.55,1,1,0
8947,2011,0.5,MORTGAGE,3,Low,1,20000, 60 months,2,small_business,3,High,2,Good Loan,0,15.99,D,4,16.16,21798.56,20000,0,486.26,409000008946,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"4,000.00",,-543289632.53,Kelly,623,France,129526.57,1,1,0
8948,2011,10,MORTGAGE,3,High,3,3750, 36 months,1,home_improvement,7,High,2,Good Loan,0,15.62,D,4,7.95,4423.33,3750,0,131.14,409000008947,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"6,000.00",,-543295632.53,Walton,701,France,37266.43,1,1,0
8949,2011,2,RENT,1,Low,1,16000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,16.95,18686.86639,16000,0,523.75,409000008948,10-Aug-18,Indiaforensic NFS SETT 08-08-201,700,,-543296332.53,Ebelechukwu,583,France,60017.46,1,1,0
8950,2011,2,RENT,1,Low,1,35000, 60 months,2,debt_consolidation,6,High,2,Bad Loan,1,17.99,E,5,14.57,5323.8,2263.44,0,888.58,409000008949,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"5,000.00",,-543301332.53,Vasilieva,731,Spain,153015.42,1,1,0
8951,2011,10,MORTGAGE,3,Low,1,23000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,21.36,F,6,24.81,35958.02888,23000,0,626.9,409000008950,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,000.00",,-543304332.53,Hsiao,461,France,54209.02,1,1,0
8952,2011,2,MORTGAGE,3,Low,1,12000, 36 months,1,medical,9,Low,1,Good Loan,0,5.99,A,1,13.66,12771.43,12000,0,365.01,409000008951,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,000.00",,-543313332.53,Abrego,702,Germany,114603.96,1,1,0
8953,2011,3,RENT,1,Low,1,2100, 36 months,1,moving,10,Low,1,Good Loan,0,10.99,B,2,22.8,2357.24,2100,0,68.75,409000008952,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543321332.53,Gibson,565,Germany,165849.49,1,1,0
8954,2011,1,MORTGAGE,3,Low,1,2400, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,6.36,2528.13,2400,0,81.44,409000008953,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"4,000.00",,-543325332.53,Giordano,711,Spain,16392.72,1,1,0
8955,2011,10,MORTGAGE,3,Low,1,16000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,13.94,20560.56207,16000,0,368.08,409000008954,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,500.00",,-543332832.53,Mancini,664,France,162719.69,1,1,0
8956,2011,6.05,OWN,2,Low,1,5000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,9.99,B,2,1.37,5804.100407,5000,0,161.32,409000008955,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543340832.53,Afanasyeva,518,Spain,107112.25,1,1,0
8957,2011,10,RENT,1,Low,1,2200, 36 months,1,car,2,Low,1,Good Loan,0,10.99,B,2,19.46,2540.91,2200,0,72.02,409000008956,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,000.00",,-543347832.53,Wright,728,Spain,41823.22,1,1,0
8958,2011,5,MORTGAGE,3,Medium,2,10000, 36 months,1,vacation,11,Low,1,Good Loan,0,10.99,B,2,9.81,11648.87,10000,0,327.34,409000008957,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,000.00",,-543354832.53,Okwudiliolisa,585,Germany,99907.29,1,1,0
8959,2011,6,MORTGAGE,3,Low,1,20000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,14.76,27600.91,20000,0,465.27,409000008958,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"1,000.00",,-543355832.53,Hughes,573,France,178229.04,1,1,0
8960,2011,10,MORTGAGE,3,Medium,2,7200, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,9.99,B,2,19.42,8357.851949,7200,0,232.29,409000008959,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,000.00",,-543358832.53,Parrott,568,Germany,22095.73,1,1,0
8961,2011,10,MORTGAGE,3,Low,1,6000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,19.29,E,5,19.49,8680.955486,6000,0,156.61,409000008960,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,000.00",,-543367832.53,Hughes,602,Germany,197861.16,1,1,0
8962,2011,7,MORTGAGE,3,Low,1,15000, 60 months,2,credit_card,1,High,2,Bad Loan,1,17.49,D,4,19.94,16366.08,6779.53,3465,376.76,409000008961,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"1,000.00",,-543368832.53,Zinachukwudi,603,France,138328.24,1,1,0
8963,2011,0.5,MORTGAGE,3,Low,1,14000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,19.52,16019.93,14000,0,311.36,409000008962,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"10,000.00",,-543378832.53,Keane,687,France,137276.83,1,1,0
8964,2011,6,RENT,1,Low,1,13200, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.49,C,3,8.19,15534.08,13200,0,447.89,409000008963,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,500.00",,-543387332.53,McCollum,741,France,21834.40,1,1,0
8965,2011,10,RENT,1,Low,1,12000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,6.67,14194.35645,12000,0,392.81,409000008964,10-Aug-18,Indiaforensic NFS SETT 08-08-201,300,,-543387632.53,Simpson,469,Spain,119890.86,1,1,0
8966,2011,4,RENT,1,Low,1,7500, 36 months,1,car,2,Low,1,Bad Loan,1,8.49,A,1,13.57,4807.59,3798.83,210.41,236.73,409000008965,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"6,000.00",,-543393632.53,Gambrell,477,Germany,24564.70,1,1,0
8967,2011,10,MORTGAGE,3,Medium,2,29000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,15.25,33657.19,29000,0,644.95,409000008966,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,300.00",,-543400932.53,Moretti,737,Germany,10209.80,1,1,0
8968,2011,1,RENT,1,Medium,2,31000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.49,A,1,15.76,34917.17,31000,0,978.46,409000008967,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"5,000.00",,-543405932.53,Ricci,835,France,83449.65,1,1,0
8969,2011,3,MORTGAGE,3,Low,1,2000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,7.49,A,1,9.4,2238.222753,2000,0,62.21,409000008968,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,100.00",,-543414032.53,Rieke,717,Germany,81508.10,1,1,0
8970,2011,10,RENT,1,Low,1,24000, 60 months,2,small_business,3,High,2,Bad Loan,1,17.49,D,4,8.96,3131.93,768.09,1328.33,602.81,409000008969,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"6,000.00",,-543420032.53,Ndubuagha,562,France,32626.21,1,1,0
8971,2011,5,OWN,2,Low,1,10000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,10.03,11041.94,10000,0,341.73,409000008970,10-Aug-18,Indiaforensic NFS SETT 08-08-201,300,,-543420332.53,Chung,758,Spain,43982.41,1,1,0
8972,2011,1,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,15.05,11781.65243,10000,0,327.34,409000008971,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"7,000.00",,-543427332.53,Ts'ai,408,France,124874.23,1,1,0
8973,2011,0.5,RENT,1,Low,1,4000, 36 months,1,wedding,5,Low,1,Good Loan,0,12.99,C,3,4.57,4742.19,4000,0,134.76,409000008972,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,300.00",,-543436632.53,Cox,650,Spain,118324.75,1,1,0
8974,2011,7,RENT,1,Low,1,11500, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,3.14,13748.12663,11500,0,381.91,409000008973,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"5,100.00",,-543441732.53,Lei,582,Germany,22113.93,1,1,0
8975,2011,3,RENT,1,Low,1,28000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,17.99,E,5,19.34,37848.74,28000,0,710.87,409000008974,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543449732.53,Ulyanova,706,Spain,31962.77,1,1,0
8976,2011,10,MORTGAGE,3,Medium,2,24000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,10.59,B,2,14.53,29729.58274,24000,0,516.93,409000008975,10-Aug-18,Indiaforensic NFS SETT 08-08-201,500,,-543450232.53,Gray,567,Germany,105746.94,1,1,0
8977,2011,6.05,RENT,1,Low,1,10400, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,8.49,A,1,12.94,11813.78345,10400,0,328.26,409000008976,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,200.00",,-543459432.53,McGregor,720,France,39925.52,1,1,0
8978,2011,4,RENT,1,Low,1,8000, 60 months,2,other,4,High,2,Bad Loan,1,20.99,F,6,7.42,5626.14,2481.55,18.98,216.39,409000008977,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"4,000.00",,-543463432.53,Tretiakova,631,Spain,127630.88,1,1,0
8979,2011,6,MORTGAGE,3,Low,1,8000, 36 months,1,wedding,5,Low,1,Good Loan,0,5.42,A,1,17.58,8685.266479,8000,0,241.28,409000008978,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"5,000.00",,-543468432.53,Genovesi,623,Spain,28778.98,1,1,0
8980,2011,6.05,RENT,1,Medium,2,29600, 60 months,2,small_business,3,High,2,Good Loan,0,19.69,E,5,4.65,36122.3,29600,0,779.13,409000008979,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"5,000.00",,-543473432.53,Gordon,514,France,10008.68,1,1,0
8981,2011,0.5,RENT,1,Low,1,7500, 36 months,1,car,2,Low,1,Good Loan,0,11.99,B,2,19.76,8966.120923,7500,0,249.08,409000008980,10-Aug-18,Indiaforensic NFS SETT 08-08-201,200,,-543473632.53,Aitken,650,Germany,24482.16,1,1,0
8982,2011,10,OWN,2,Low,1,6425, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.42,A,1,10.96,6973.403633,6425,0,193.78,409000008981,10-Aug-18,Indiaforensic NFS SETT 08-08-201,100,,-543473732.53,Ginikanwa,673,Spain,98618.79,1,1,0
8983,2011,2,MORTGAGE,3,Medium,2,6000, 36 months,1,car,2,Low,1,Good Loan,0,5.42,A,1,3.93,6512.700005,6000,0,180.96,409000008982,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"5,000.00",,-543478732.53,Coates,504,France,16281.94,1,1,0
8984,2011,0.5,RENT,1,Medium,2,12000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,14.22,17037.14429,12000,0,294.96,409000008983,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"10,000.00",,-543488732.53,Piazza,723,Germany,121239.65,1,1,0
8985,2011,10,RENT,1,Low,1,12000, 60 months,2,car,2,High,2,Bad Loan,1,15.99,D,4,8.94,6351.05,3003.3,516.28,291.76,409000008984,10-Aug-18,Indiaforensic NFS SETT 08-08-201,500,,-543489232.53,Cawood,645,France,42669.37,1,1,0
8986,2011,7,OWN,2,Low,1,20000, 36 months,1,other,4,Low,1,Good Loan,0,7.49,A,1,10.89,22390.34828,20000,0,622.04,409000008985,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543497232.53,Ignatieff,664,Spain,164924.11,1,1,0
8987,2011,4,RENT,1,Low,1,9000, 36 months,1,debt_consolidation,6,High,2,Bad Loan,1,18.39,E,5,18.23,1041.39,379.94,389.49,327.14,409000008986,10-Aug-18,Indiaforensic NFS SETT 08-08-201,300,,-543497532.53,Gallo,760,Spain,157337.29,1,1,0
8988,2011,1,RENT,1,Low,1,13250, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,16.49,D,4,23.66,16924.92,10793.44,0,325.68,409000008987,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,000.00",,-543506532.53,Yelverton,766,Spain,153831.60,1,1,0
8989,2011,0.5,MORTGAGE,3,High,3,10000, 36 months,1,major_purchase,8,High,2,Good Loan,0,13.99,C,3,14.27,12116.3111,10000,0,341.73,409000008988,10-Aug-18,Indiaforensic NFS SETT 08-08-201,500,,-543507032.53,William,634,France,168781.80,1,1,0
8990,2011,0.5,RENT,1,Low,1,10000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,5.99,A,1,22.15,10896.39,10000,0,304.18,409000008989,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"2,500.00",,-543509532.53,Mault,640,Germany,168469.65,1,1,0
8991,2011,2,RENT,1,Low,1,2000, 60 months,2,other,4,High,2,Good Loan,0,20.25,F,6,8.89,2762.5,1601.26,0,53.27,409000008990,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,500.00",,-543513032.53,Mackay,784,Germany,170829.87,1,1,0
8992,2011,2,RENT,1,Low,1,5000, 36 months,1,debt_consolidation,6,High,2,Good Loan,0,13.99,C,3,13.89,6105.683908,5000,0,170.87,409000008991,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"9,500.00",,-543522532.53,McIntyre,547,Germany,86207.49,1,1,0
8993,2011,2,MORTGAGE,3,Low,1,27575, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,10.99,B,2,26.4,34774.03546,27575,0,599.41,409000008992,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"8,000.00",,-543530532.53,Henry,608,Germany,61164.45,1,1,0
8994,2011,5,MORTGAGE,3,Medium,2,24000, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,7.49,A,1,6.78,26870.21984,24000,0,746.44,409000008993,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"10,000.00",,-543540532.53,Kao,547,France,133287.73,1,1,0
8995,2011,10,MORTGAGE,3,Low,1,20000, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,20.42,24451.02,20000,0,444.79,409000008994,10-Aug-18,Indiaforensic NFS SETT 08-08-201,"3,000.00",,-543543532.53,Frewin,612,France,77128.23,1,1,0
8996,2011,2,MORTGAGE,3,Medium,2,25000, 60 months,2,medical,9,High,2,Good Loan,0,16.89,D,4,5.05,32179.19,20313.66,0,619.84,409000008995,10-Aug-18,Indiaforensic  RUPAY SETT 100818,"10,623.54",,-543554156.07,Yefremova,573,Spain,77660.03,1,1,0
8997,2011,0.5,RENT,1,Low,1,2000, 36 months,1,car,2,Low,1,Good Loan,0,8.49,A,1,3.16,2060.06,2000,0,63.13,409000008996,10-Aug-18,Indiaforensic RUPAY STL INTC1008,,164.90,-543553991.17,Anenechukwu,615,Spain,56897.10,1,1,0
8998,2011,10,RENT,1,Low,1,12000, 36 months,1,major_purchase,8,Low,1,Good Loan,0,5.42,A,1,15.36,12337.06,12000,0,361.92,409000008997,10-Aug-18,Indiaforensic RUPAY STL INTC1008,164.9,,-543554156.07,Trentino,710,France,72945.32,1,1,0
8999,2011,2,RENT,1,Low,1,17200, 60 months,2,home_improvement,7,High,2,Good Loan,0,19.69,E,5,9.95,23521.6,13822.17,0,452.74,409000008998,13-Aug-18,Indiaforensic RUPAY SETT 110818,"13,932.57",,-543568088.64,Tomlinson,674,Germany,45418.12,1,1,0
9000,2011,9,MORTGAGE,3,Low,1,14550, 60 months,2,debt_consolidation,6,Low,1,Good Loan,0,11.99,B,2,12.91,16799.13,12056.92,0,323.59,409000008999,13-Aug-18,Indiaforensic RUPAY STL INTC1108,,109.26,-543567979.38,Royston,702,Spain,158527.45,1,1,0
9001,2011,10,OWN,2,Low,1,12000, 60 months,2,debt_consolidation,6,High,2,Good Loan,0,18.39,E,5,19.34,15695.68,12000,0,307.28,409000009000,13-Aug-18,Indiaforensic RUPAY STL INTC1108,106.27,,-543568085.65,Cremonesi,616,France,111312.96,1,1,0
9002,2011,3,MORTGAGE,3,Low,1,2000, 36 months,1,moving,10,Low,1,Good Loan,0,10.99,B,2,16.86,2259.05,2000,0,65.47,409000009001,13-Aug-18,Indiaforensic RUPAY STL INTC1108,,0.02,-543568085.63,Yeh,688,Spain,138759.15,1,1,0
9003,2011,3,MORTGAGE,3,Low,1,14400, 60 months,2,home_improvement,7,High,2,Good Loan,0,13.49,C,3,9.27,17192.4,11859.02,0,331.27,409000009002,13-Aug-18,Indiaforensic RUPAY SETT 120818,"1,835.02",,-543569920.65,Ch'in,605,France,190588.59,1,1,0
9004,2011,4,RENT,1,Low,1,10000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,5.42,A,1,6.63,10856.7189,10000,0,301.6,409000009003,13-Aug-18,Indiaforensic RUPAY STL INTC1208,23.29,,-543569943.94,Martinez,676,France,79099.64,1,1,0
9005,2011,10,MORTGAGE,3,Low,1,20000, 36 months,1,other,4,Low,1,Good Loan,0,11.49,B,2,12.33,20191.73,20000,0,659.43,409000009004,13-Aug-18,Indiaforensic RUPAY SETT 130818,"3,220.39",,-543573164.33,Wearing,708,Spain,138613.21,1,1,0
9006,2011,8,MORTGAGE,3,Low,1,13000, 60 months,2,other,4,High,2,Good Loan,0,16.49,D,4,14.47,15812.34,13000,0,319.53,409000009005,13-Aug-18,Indiaforensic RUPAY STL INTC1308,35.04,,-543573199.37,Maclean,745,Spain,194230.82,1,1,0
9007,2011,6.05,MORTGAGE,3,Low,1,5000, 36 months,1,home_improvement,7,Low,1,Good Loan,0,9.99,B,2,19.33,5804.052642,5000,0,161.32,409000009006,13-Aug-18,Indiaforensic RUPAY STL INTC1208,,47.81,-543573151.56,T'ao,661,Spain,110252.53,1,1,0
9008,2011,4,RENT,1,Low,1,19200, 36 months,1,debt_consolidation,6,Low,1,Good Loan,0,6.99,A,1,6.51,21338.26658,19200,0,592.76,409000009007,13-Aug-18,Indiaforensic RUPAY STL INTC1208,,0.17,-543573151.39,Rose,726,France,106117.30,1,1,0
9009,2011,4,RENT,1,Low,1,2500, 36 months,1,major_purchase,8,Low,1,Good Loan,0,5.99,A,1,7.44,2737.395709,2500,0,76.05,409000009008,13-Aug-18,Indiaforensic RUPAY STL INTC1308,,38.23,-543573113.16,Whitworth,475,France,169642.13,1,1,0
9010,2011,9,MORTGAGE,3,Medium,2,12000, 36 months,1,small_business,3,Low,1,Good Loan,0,12.99,C,3,20.77,14550.93296,12000,0,404.27,409000009009,13-Aug-18,Indiaforensic RUPAY STL INTC1308,,0.02,-543573113.14,Suttor,751,Germany,116179.92,1,1,0
